session,block,valence,trial,feedback_common,present_pavlovian,n_stimuli,early_stop,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,feedback_optimal,feedback_suboptimal,optimal_right,feedback_right,feedback_left,stimulus_right,stimulus_left,n_confusing,optimal_A,primary_outcome_A,primary_outcome_B,secondary_outcome_A,secondary_outcome_B,feedback_A,feedback_B,stimulus_A,stimulus_B,A_on_right
wk0,9,0,7,true,true,2,true,1,1,9,,,,,,true,1.0,-0.01,pickle_2.jpg,sugar_cube_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,false
wk0,9,0,8,true,true,2,true,1,1,9,,,,,,false,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,true
wk0,9,0,9,true,true,2,true,1,1,9,,,,,,true,1.0,-0.01,pickle_2.jpg,sugar_cube_1.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,false
wk0,9,0,10,true,true,2,true,1,1,9,,,,,,false,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pickle_2.jpg,true
wk0,10,0,1,true,true,2,true,1,1,10,,,,,,false,-0.01,0.5,sugar_cube_2.jpg,mattress_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,2,false,true,2,true,1,1,10,,,,,,false,-1.0,-0.01,sugar_cube_2.jpg,mattress_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,mattress_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,3,true,true,2,true,1,1,10,,,,,,false,-0.01,0.5,sugar_cube_2.jpg,mattress_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,4,true,true,2,true,1,1,10,,,,,,true,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,5,true,true,2,true,1,1,10,,,,,,true,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,6,true,true,2,true,1,1,10,,,,,,true,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,7,false,true,2,true,1,1,10,,,,,,true,-0.01,-1.0,mattress_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,mattress_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,8,true,true,2,true,1,1,10,,,,,,true,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,9,true,true,2,true,1,1,10,,,,,,false,-0.01,0.5,sugar_cube_2.jpg,mattress_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,10,true,true,2,true,1,1,10,,,,,,false,-0.01,0.5,sugar_cube_2.jpg,mattress_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,mattress_1.jpg,sugar_cube_2.jpg,false
wk0,11,0,1,false,true,2,true,1,1,11,,,,,,true,-0.5,1.0,mattress_2.jpg,shears_1.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shears_1.jpg,mattress_2.jpg,false
wk0,11,0,2,true,true,2,true,1,1,11,,,,,,true,0.5,0.01,mattress_2.jpg,shears_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,false
wk0,11,0,3,true,true,2,true,1,1,11,,,,,,false,0.01,0.5,shears_1.jpg,mattress_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,true
wk0,11,0,4,true,true,2,true,1,1,11,,,,,,true,0.5,0.01,mattress_2.jpg,shears_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,false
wk0,11,0,5,true,true,2,true,1,1,11,,,,,,false,0.01,0.5,shears_1.jpg,mattress_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,true
wk0,11,0,6,false,true,2,true,1,1,11,,,,,,false,1.0,-0.5,shears_1.jpg,mattress_2.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shears_1.jpg,mattress_2.jpg,true
wk0,11,0,7,true,true,2,true,1,1,11,,,,,,true,0.5,0.01,mattress_2.jpg,shears_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,false
wk0,11,0,8,true,true,2,true,1,1,11,,,,,,false,0.01,0.5,shears_1.jpg,mattress_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,true
wk0,11,0,9,true,true,2,true,1,1,11,,,,,,false,0.01,0.5,shears_1.jpg,mattress_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,true
wk0,11,0,10,true,true,2,true,1,1,11,,,,,,true,0.5,0.01,mattress_2.jpg,shears_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shears_1.jpg,mattress_2.jpg,false
wk0,12,0,1,true,true,2,true,1,1,12,,,,,,false,-1.0,0.01,caviar_1.jpg,shears_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,true
wk0,12,0,2,true,true,2,true,1,1,12,,,,,,true,0.01,-1.0,shears_2.jpg,caviar_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,false
wk0,12,0,3,true,true,2,true,1,1,12,,,,,,true,0.01,-1.0,shears_2.jpg,caviar_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,false
wk0,12,0,4,true,true,2,true,1,1,12,,,,,,false,-1.0,0.01,caviar_1.jpg,shears_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,true
wk0,12,0,5,true,true,2,true,1,1,12,,,,,,false,-1.0,0.01,caviar_1.jpg,shears_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,true
wk0,12,0,6,true,true,2,true,1,1,12,,,,,,true,0.01,-1.0,shears_2.jpg,caviar_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,false
wk0,12,0,7,true,true,2,true,1,1,12,,,,,,true,0.01,-1.0,shears_2.jpg,caviar_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,false
wk0,12,0,8,false,true,2,true,1,1,12,,,,,,false,1.0,0.5,caviar_1.jpg,shears_2.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,caviar_1.jpg,shears_2.jpg,true
wk0,12,0,9,true,true,2,true,1,1,12,,,,,,true,0.01,-1.0,shears_2.jpg,caviar_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,caviar_1.jpg,shears_2.jpg,false
wk0,12,0,10,false,true,2,true,1,1,12,,,,,,false,1.0,0.5,caviar_1.jpg,shears_2.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,caviar_1.jpg,shears_2.jpg,true
wk0,13,0,1,false,true,2,true,1,1,13,,,,,,true,1.0,0.5,button2_1.jpg,caviar_2.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,button2_1.jpg,caviar_2.jpg,true
wk0,13,0,2,true,true,2,true,1,1,13,,,,,,false,-0.5,-0.01,caviar_2.jpg,button2_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,false
wk0,13,0,3,true,true,2,true,1,1,13,,,,,,true,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,true
wk0,13,0,4,false,true,2,true,1,1,13,,,,,,false,0.5,1.0,caviar_2.jpg,button2_1.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,button2_1.jpg,caviar_2.jpg,false
wk0,13,0,5,true,true,2,true,1,1,13,,,,,,true,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,true
wk0,13,0,6,true,true,2,true,1,1,13,,,,,,false,-0.5,-0.01,caviar_2.jpg,button2_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,false
wk0,13,0,7,true,true,2,true,1,1,13,,,,,,false,-0.5,-0.01,caviar_2.jpg,button2_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,false
wk0,13,0,8,true,true,2,true,1,1,13,,,,,,false,-0.5,-0.01,caviar_2.jpg,button2_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,false
wk0,13,0,9,true,true,2,true,1,1,13,,,,,,true,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,true
wk0,13,0,10,true,true,2,true,1,1,13,,,,,,true,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,button2_1.jpg,caviar_2.jpg,true
wk0,14,0,1,true,true,2,true,1,1,14,,,,,,false,-0.5,0.01,button2_2.jpg,gavel_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,false
wk0,14,0,2,true,true,2,true,1,1,14,,,,,,false,-0.5,0.01,button2_2.jpg,gavel_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,false
wk0,14,0,3,true,true,2,true,1,1,14,,,,,,true,0.01,-0.5,gavel_1.jpg,button2_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,true
wk0,14,0,4,true,true,2,true,1,1,14,,,,,,false,-0.5,0.01,button2_2.jpg,gavel_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,false
wk0,14,0,5,false,true,2,true,1,1,14,,,,,,false,0.01,-0.01,button2_2.jpg,gavel_1.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,gavel_1.jpg,button2_2.jpg,false
wk0,14,0,6,true,true,2,true,1,1,14,,,,,,true,0.01,-0.5,gavel_1.jpg,button2_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,true
wk0,14,0,7,true,true,2,true,1,1,14,,,,,,true,0.01,-0.5,gavel_1.jpg,button2_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,true
wk0,14,0,8,true,true,2,true,1,1,14,,,,,,true,0.01,-0.5,gavel_1.jpg,button2_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,true
wk0,14,0,9,true,true,2,true,1,1,14,,,,,,false,-0.5,0.01,button2_2.jpg,gavel_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,gavel_1.jpg,button2_2.jpg,false
wk0,14,0,10,false,true,2,true,1,1,14,,,,,,true,-0.01,0.01,gavel_1.jpg,button2_2.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,gavel_1.jpg,button2_2.jpg,true
wk0,15,0,1,true,true,2,true,1,1,15,,,,,,true,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,true
wk0,15,0,2,true,true,2,true,1,1,15,,,,,,true,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,true
wk0,15,0,3,true,true,2,true,1,1,15,,,,,,false,-1.0,-0.5,gavel_2.jpg,collar_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,false
wk0,15,0,4,true,true,2,true,1,1,15,,,,,,false,-1.0,-0.5,gavel_2.jpg,collar_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,false
wk0,15,0,5,true,true,2,true,1,1,15,,,,,,true,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,true
wk0,15,0,6,false,true,2,true,1,1,15,,,,,,true,-1.0,0.5,collar_1.jpg,gavel_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,collar_1.jpg,gavel_2.jpg,true
wk0,15,0,7,true,true,2,true,1,1,15,,,,,,false,-1.0,-0.5,gavel_2.jpg,collar_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,false
wk0,15,0,8,true,true,2,true,1,1,15,,,,,,false,-1.0,-0.5,gavel_2.jpg,collar_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,false
wk0,15,0,9,false,true,2,true,1,1,15,,,,,,false,0.5,-1.0,gavel_2.jpg,collar_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,collar_1.jpg,gavel_2.jpg,false
wk0,15,0,10,true,true,2,true,1,1,15,,,,,,true,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,collar_1.jpg,gavel_2.jpg,true
wk2,1,0,1,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,2,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,3,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,4,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,5,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,6,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,7,true,true,2,true,1,1,1,,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,8,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,9,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,10,true,true,2,true,1,1,1,,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,2,0,1,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,banana_peel_2.jpg,macaroni_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,false
wk2,2,0,2,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,true
wk2,2,0,3,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,banana_peel_2.jpg,macaroni_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,false
wk2,2,0,4,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,true
wk2,2,0,5,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,banana_peel_2.jpg,macaroni_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,false
wk2,2,0,6,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,banana_peel_2.jpg,macaroni_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,false
wk2,2,0,7,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,true
wk2,2,0,8,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,true
wk2,2,0,9,true,true,2,true,1,1,2,,,,,,false,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,true
wk2,2,0,10,true,true,2,true,1,1,2,,,,,,true,1.0,-0.5,banana_peel_2.jpg,macaroni_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,macaroni_1.jpg,banana_peel_2.jpg,false
wk2,3,0,1,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,true
wk2,3,0,2,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,true
wk2,3,0,3,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,macaroni_2.jpg,pizza_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,false
wk2,3,0,4,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,true
wk2,3,0,5,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,macaroni_2.jpg,pizza_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,false
wk2,3,0,6,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,true
wk2,3,0,7,true,true,2,true,1,1,3,,,,,,false,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,true
wk2,3,0,8,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,macaroni_2.jpg,pizza_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,false
wk2,3,0,9,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,macaroni_2.jpg,pizza_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,false
wk2,3,0,10,true,true,2,true,1,1,3,,,,,,true,0.5,-1.0,macaroni_2.jpg,pizza_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pizza_1.jpg,macaroni_2.jpg,false
wk2,4,0,1,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pizza_2.jpg,cable_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,false
wk2,4,0,2,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pizza_2.jpg,cable_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,false
wk2,4,0,3,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,true
wk2,4,0,4,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pizza_2.jpg,cable_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,false
wk2,4,0,5,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,true
wk2,4,0,6,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pizza_2.jpg,cable_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,false
wk2,4,0,7,true,true,2,true,1,1,4,,,,,,false,-1.0,-0.01,pizza_2.jpg,cable_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,false
wk2,4,0,8,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,true
wk2,4,0,9,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,true
wk2,4,0,10,true,true,2,true,1,1,4,,,,,,true,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,cable_1.jpg,pizza_2.jpg,true
wk2,5,0,1,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cable_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,false
wk2,5,0,2,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cable_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,false
wk2,5,0,3,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,true
wk2,5,0,4,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,true
wk2,5,0,5,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,true
wk2,5,0,6,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,true
wk2,5,0,7,false,true,2,true,1,1,5,,,,,,true,-1.0,1.0,cable_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,1.0,-1.0,hopscotch_1.jpg,cable_2.jpg,false
wk2,5,0,8,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cable_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,false
wk2,5,0,9,true,true,2,true,1,1,5,,,,,,true,0.5,-0.5,cable_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,false
wk2,5,0,10,true,true,2,true,1,1,5,,,,,,false,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,cable_2.jpg,true
wk2,6,0,1,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,hopscotch_2.jpg,pan_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,false
wk2,6,0,2,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,true
wk2,6,0,3,false,true,2,true,1,1,6,,,,,,true,0.5,-0.5,hopscotch_2.jpg,pan_1.jpg,1,false,0.01,-0.01,-0.5,0.5,-0.5,0.5,pan_1.jpg,hopscotch_2.jpg,false
wk2,6,0,4,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,true
wk2,6,0,5,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,true
wk2,6,0,6,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,hopscotch_2.jpg,pan_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,false
wk2,6,0,7,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,true
wk2,6,0,8,true,true,2,true,1,1,6,,,,,,true,-0.01,0.01,hopscotch_2.jpg,pan_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,false
wk2,6,0,9,true,true,2,true,1,1,6,,,,,,false,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pan_1.jpg,hopscotch_2.jpg,true
