block,n_pairs,valence,n_confusing,pair,cpair,fifty_high,appearance,mini_block,order_var,trial,feedback_common,variable_magnitude,feedback_optimal,feedback_suboptimal,session,stimulus_A,stimulus_B,optimal_A,A_on_right,stimulus_right,stimulus_left,optimal_right,feedback_right,feedback_left
8,5,1,0,1,22,false,5,3,5,20,true,0.5,1.0,0.5,1,spoon1.png,watch2.png,false,false,watch2.png,spoon1.png,true,1.0,0.5
8,5,1,0,3,24,true,5,3,6,21,true,1.0,1.0,0.01,1,beanbag1.png,balloon2.png,true,false,balloon2.png,beanbag1.png,false,0.01,1.0
8,5,1,0,4,25,false,4,3,7,22,true,0.01,1.0,0.01,1,scale1.png,kayak2.png,false,true,scale1.png,kayak2.png,false,0.01,1.0
8,5,1,0,4,25,false,5,3,8,23,true,0.01,1.0,0.01,1,scale1.png,kayak2.png,false,false,kayak2.png,scale1.png,true,1.0,0.01
8,5,1,0,2,23,false,5,3,9,24,true,0.5,1.0,0.5,1,recorder1.png,easteregg2.png,false,false,easteregg2.png,recorder1.png,true,1.0,0.5
8,5,1,0,5,26,false,5,3,10,25,true,0.5,1.0,0.5,1,suitcase1.png,abacus2.png,true,false,abacus2.png,suitcase1.png,false,0.5,1.0
8,5,1,0,1,22,false,6,4,1,26,true,0.01,1.0,0.01,1,spoon1.png,watch2.png,false,false,watch2.png,spoon1.png,true,1.0,0.01
8,5,1,0,4,25,false,6,4,2,27,true,0.5,1.0,0.5,1,scale1.png,kayak2.png,false,false,kayak2.png,scale1.png,true,1.0,0.5
8,5,1,0,5,26,false,6,4,3,28,true,0.5,1.0,0.5,1,suitcase1.png,abacus2.png,true,false,abacus2.png,suitcase1.png,false,0.5,1.0
8,5,1,0,4,25,false,7,4,4,29,true,0.01,1.0,0.01,1,scale1.png,kayak2.png,false,false,kayak2.png,scale1.png,true,1.0,0.01
8,5,1,0,2,23,false,6,4,5,30,true,0.5,1.0,0.5,1,recorder1.png,easteregg2.png,false,false,easteregg2.png,recorder1.png,true,1.0,0.5
8,5,1,0,3,24,true,6,4,6,31,true,0.5,0.5,0.01,1,beanbag1.png,balloon2.png,true,false,balloon2.png,beanbag1.png,false,0.01,0.5
8,5,1,0,3,24,true,7,4,7,32,true,1.0,1.0,0.01,1,beanbag1.png,balloon2.png,true,false,balloon2.png,beanbag1.png,false,0.01,1.0
8,5,1,0,5,26,false,7,4,8,33,true,0.01,1.0,0.01,1,suitcase1.png,abacus2.png,true,false,abacus2.png,suitcase1.png,false,0.01,1.0
8,5,1,0,2,23,false,7,4,9,34,true,0.5,1.0,0.5,1,recorder1.png,easteregg2.png,false,false,easteregg2.png,recorder1.png,true,1.0,0.5
8,5,1,0,1,22,false,7,4,10,35,true,0.5,1.0,0.5,1,spoon1.png,watch2.png,false,false,watch2.png,spoon1.png,true,1.0,0.5
9,3,1,0,3,29,false,1,1,1,1,true,0.01,1.0,0.01,1,earrings1.png,suitcase2.png,true,false,suitcase2.png,earrings1.png,false,0.01,1.0
9,3,1,0,1,27,false,1,1,2,2,true,0.01,1.0,0.01,1,toyhorse1.png,beanbag2.png,true,false,beanbag2.png,toyhorse1.png,false,0.01,1.0
9,3,1,0,2,28,true,1,1,3,3,true,0.5,0.5,0.01,1,scrunchie1.png,scale2.png,false,false,scale2.png,scrunchie1.png,true,0.5,0.01
9,3,1,0,1,27,false,2,2,1,4,true,0.5,1.0,0.5,1,toyhorse1.png,beanbag2.png,true,true,toyhorse1.png,beanbag2.png,true,1.0,0.5
9,3,1,0,2,28,true,2,2,2,5,true,1.0,1.0,0.01,1,scrunchie1.png,scale2.png,false,true,scrunchie1.png,scale2.png,false,0.01,1.0
9,3,1,0,3,29,false,2,2,3,6,true,0.01,1.0,0.01,1,earrings1.png,suitcase2.png,true,true,earrings1.png,suitcase2.png,true,1.0,0.01
9,3,1,0,1,27,false,3,2,4,7,true,0.5,1.0,0.5,1,toyhorse1.png,beanbag2.png,true,true,toyhorse1.png,beanbag2.png,true,1.0,0.5
9,3,1,0,2,28,true,3,2,5,8,true,0.5,0.5,0.01,1,scrunchie1.png,scale2.png,false,true,scrunchie1.png,scale2.png,false,0.01,0.5
9,3,1,0,3,29,false,3,2,6,9,true,0.5,1.0,0.5,1,earrings1.png,suitcase2.png,true,true,earrings1.png,suitcase2.png,true,1.0,0.5
9,3,1,0,3,29,false,4,3,1,10,true,0.5,1.0,0.5,1,earrings1.png,suitcase2.png,true,true,earrings1.png,suitcase2.png,true,1.0,0.5
9,3,1,0,2,28,true,4,3,2,11,true,1.0,1.0,0.01,1,scrunchie1.png,scale2.png,false,true,scrunchie1.png,scale2.png,false,0.01,1.0
9,3,1,0,2,28,true,5,3,3,12,true,1.0,1.0,0.01,1,scrunchie1.png,scale2.png,false,false,scale2.png,scrunchie1.png,true,1.0,0.01
9,3,1,0,1,27,false,4,3,4,13,true,0.01,1.0,0.01,1,toyhorse1.png,beanbag2.png,true,true,toyhorse1.png,beanbag2.png,true,1.0,0.01
9,3,1,0,3,29,false,5,3,5,14,true,0.5,1.0,0.5,1,earrings1.png,suitcase2.png,true,false,suitcase2.png,earrings1.png,false,0.5,1.0
9,3,1,0,1,27,false,5,3,6,15,true,0.01,1.0,0.01,1,toyhorse1.png,beanbag2.png,true,false,beanbag2.png,toyhorse1.png,false,0.01,1.0
9,3,1,0,2,28,true,6,4,1,16,true,0.5,0.5,0.01,1,scrunchie1.png,scale2.png,false,false,scale2.png,scrunchie1.png,true,0.5,0.01
9,3,1,0,1,27,false,6,4,2,17,true,0.5,1.0,0.5,1,toyhorse1.png,beanbag2.png,true,false,beanbag2.png,toyhorse1.png,false,0.5,1.0
9,3,1,0,2,28,true,7,4,3,18,true,1.0,1.0,0.01,1,scrunchie1.png,scale2.png,false,false,scale2.png,scrunchie1.png,true,1.0,0.01
9,3,1,0,1,27,false,7,4,4,19,true,0.5,1.0,0.5,1,toyhorse1.png,beanbag2.png,true,false,beanbag2.png,toyhorse1.png,false,0.5,1.0
9,3,1,0,3,29,false,6,4,5,20,true,0.01,1.0,0.01,1,earrings1.png,suitcase2.png,true,false,suitcase2.png,earrings1.png,false,0.01,1.0
9,3,1,0,3,29,false,7,4,6,21,true,0.5,1.0,0.5,1,earrings1.png,suitcase2.png,true,false,suitcase2.png,earrings1.png,false,0.5,1.0
10,5,-1,0,4,33,true,1,1,1,1,true,1.0,-0.01,-1.0,1,yarn1.png,calculator2.png,false,false,calculator2.png,yarn1.png,true,-0.01,-1.0
10,5,-1,0,3,32,true,1,1,2,2,true,1.0,-0.01,-1.0,1,crib1.png,earrings2.png,true,false,earrings2.png,crib1.png,false,-1.0,-0.01
10,5,-1,0,5,34,true,1,1,3,3,true,1.0,-0.01,-1.0,1,boot1.png,bucket2.png,false,false,bucket2.png,boot1.png,true,-0.01,-1.0
10,5,-1,0,1,30,true,1,1,4,4,true,1.0,-0.01,-1.0,1,radio1.png,toyhorse2.png,true,false,toyhorse2.png,radio1.png,false,-1.0,-0.01
10,5,-1,0,2,31,false,1,1,5,5,true,0.01,-0.01,-1,1,rug1.png,scrunchie2.png,false,false,scrunchie2.png,rug1.png,true,-0.01,-1
10,5,-1,0,1,30,true,2,2,1,6,true,1.0,-0.01,-1.0,1,radio1.png,toyhorse2.png,true,true,radio1.png,toyhorse2.png,true,-0.01,-1.0
10,5,-1,0,3,32,true,2,2,2,7,true,0.5,-0.01,-0.5,1,crib1.png,earrings2.png,true,true,crib1.png,earrings2.png,true,-0.01,-0.5
10,5,-1,0,1,30,true,3,2,3,8,true,0.5,-0.01,-0.5,1,radio1.png,toyhorse2.png,true,true,radio1.png,toyhorse2.png,true,-0.01,-0.5
10,5,-1,0,3,32,true,3,2,4,9,true,0.5,-0.01,-0.5,1,crib1.png,earrings2.png,true,true,crib1.png,earrings2.png,true,-0.01,-0.5
10,5,-1,0,5,34,true,2,2,5,10,true,0.5,-0.01,-0.5,1,boot1.png,bucket2.png,false,true,boot1.png,bucket2.png,false,-0.5,-0.01
10,5,-1,0,2,31,false,2,2,6,11,true,0.01,-0.01,-1,1,rug1.png,scrunchie2.png,false,true,rug1.png,scrunchie2.png,false,-1,-0.01
10,5,-1,0,5,34,true,3,2,7,12,true,1.0,-0.01,-1.0,1,boot1.png,bucket2.png,false,true,boot1.png,bucket2.png,false,-1.0,-0.01
10,5,-1,0,4,33,true,2,2,8,13,true,0.5,-0.01,-0.5,1,yarn1.png,calculator2.png,false,true,yarn1.png,calculator2.png,false,-0.5,-0.01
10,5,-1,0,2,31,false,3,2,9,14,true,0.5,-0.5,-1,1,rug1.png,scrunchie2.png,false,true,rug1.png,scrunchie2.png,false,-1,-0.5
10,5,-1,0,4,33,true,3,2,10,15,true,1.0,-0.01,-1.0,1,yarn1.png,calculator2.png,false,true,yarn1.png,calculator2.png,false,-1.0,-0.01
10,5,-1,0,2,31,false,4,3,1,16,true,0.01,-0.01,-1,1,rug1.png,scrunchie2.png,false,true,rug1.png,scrunchie2.png,false,-1,-0.01
10,5,-1,0,5,34,true,4,3,2,17,true,0.5,-0.01,-0.5,1,boot1.png,bucket2.png,false,true,boot1.png,bucket2.png,false,-0.5,-0.01
10,5,-1,0,2,31,false,5,3,3,18,true,0.5,-0.5,-1,1,rug1.png,scrunchie2.png,false,false,scrunchie2.png,rug1.png,true,-0.5,-1
10,5,-1,0,1,30,true,4,3,4,19,true,1.0,-0.01,-1.0,1,radio1.png,toyhorse2.png,true,true,radio1.png,toyhorse2.png,true,-0.01,-1.0
10,5,-1,0,4,33,true,4,3,5,20,true,1.0,-0.01,-1.0,1,yarn1.png,calculator2.png,false,true,yarn1.png,calculator2.png,false,-1.0,-0.01
10,5,-1,0,5,34,true,5,3,6,21,true,1.0,-0.01,-1.0,1,boot1.png,bucket2.png,false,false,bucket2.png,boot1.png,true,-0.01,-1.0
10,5,-1,0,4,33,true,5,3,7,22,true,1.0,-0.01,-1.0,1,yarn1.png,calculator2.png,false,false,calculator2.png,yarn1.png,true,-0.01,-1.0
10,5,-1,0,3,32,true,4,3,8,23,true,0.5,-0.01,-0.5,1,crib1.png,earrings2.png,true,true,crib1.png,earrings2.png,true,-0.01,-0.5
10,5,-1,0,1,30,true,5,3,9,24,true,0.5,-0.01,-0.5,1,radio1.png,toyhorse2.png,true,false,toyhorse2.png,radio1.png,false,-0.5,-0.01
10,5,-1,0,3,32,true,5,3,10,25,true,1.0,-0.01,-1.0,1,crib1.png,earrings2.png,true,false,earrings2.png,crib1.png,false,-1.0,-0.01
10,5,-1,0,2,31,false,6,4,1,26,true,0.5,-0.5,-1,1,rug1.png,scrunchie2.png,false,false,scrunchie2.png,rug1.png,true,-0.5,-1
10,5,-1,0,3,32,true,6,4,2,27,true,1.0,-0.01,-1.0,1,crib1.png,earrings2.png,true,false,earrings2.png,crib1.png,false,-1.0,-0.01
10,5,-1,0,2,31,false,7,4,3,28,true,0.5,-0.5,-1,1,rug1.png,scrunchie2.png,false,false,scrunchie2.png,rug1.png,true,-0.5,-1
10,5,-1,0,4,33,true,6,4,4,29,true,0.5,-0.01,-0.5,1,yarn1.png,calculator2.png,false,false,calculator2.png,yarn1.png,true,-0.01,-0.5
10,5,-1,0,5,34,true,6,4,5,30,true,0.5,-0.01,-0.5,1,boot1.png,bucket2.png,false,false,bucket2.png,boot1.png,true,-0.01,-0.5
10,5,-1,0,1,30,true,6,4,6,31,true,0.5,-0.01,-0.5,1,radio1.png,toyhorse2.png,true,false,toyhorse2.png,radio1.png,false,-0.5,-0.01
10,5,-1,0,4,33,true,7,4,7,32,true,0.5,-0.01,-0.5,1,yarn1.png,calculator2.png,false,false,calculator2.png,yarn1.png,true,-0.01,-0.5
10,5,-1,0,5,34,true,7,4,8,33,true,0.5,-0.01,-0.5,1,boot1.png,bucket2.png,false,false,bucket2.png,boot1.png,true,-0.01,-0.5
10,5,-1,0,3,32,true,7,4,9,34,true,1.0,-0.01,-1.0,1,crib1.png,earrings2.png,true,false,earrings2.png,crib1.png,false,-1.0,-0.01
10,5,-1,0,1,30,true,7,4,10,35,true,1.0,-0.01,-1.0,1,radio1.png,toyhorse2.png,true,false,toyhorse2.png,radio1.png,false,-1.0,-0.01
11,1,1,0,1,35,true,1,1,1,1,true,1.0,1.0,0.01,1,gift1.png,boot2.png,true,false,boot2.png,gift1.png,false,0.01,1.0
11,1,1,0,1,35,true,2,2,1,2,true,1.0,1.0,0.01,1,gift1.png,boot2.png,true,true,gift1.png,boot2.png,true,1.0,0.01
11,1,1,0,1,35,true,3,2,2,3,true,0.5,0.5,0.01,1,gift1.png,boot2.png,true,true,gift1.png,boot2.png,true,0.5,0.01
11,1,1,0,1,35,true,4,3,1,4,true,1.0,1.0,0.01,1,gift1.png,boot2.png,true,true,gift1.png,boot2.png,true,1.0,0.01
11,1,1,0,1,35,true,5,3,2,5,true,0.5,0.5,0.01,1,gift1.png,boot2.png,true,false,boot2.png,gift1.png,false,0.01,0.5
11,1,1,0,1,35,true,6,4,1,6,true,0.5,0.5,0.01,1,gift1.png,boot2.png,true,false,boot2.png,gift1.png,false,0.01,0.5
11,1,1,0,1,35,true,7,4,2,7,true,0.5,0.5,0.01,1,gift1.png,boot2.png,true,false,boot2.png,gift1.png,false,0.01,0.5
12,1,-1,0,1,36,false,1,1,1,1,true,0.01,-0.01,-1,1,lawnmower1.png,gift2.png,false,false,gift2.png,lawnmower1.png,true,-0.01,-1
12,1,-1,0,1,36,false,2,2,1,2,true,0.01,-0.01,-1,1,lawnmower1.png,gift2.png,false,true,lawnmower1.png,gift2.png,false,-1,-0.01
12,1,-1,0,1,36,false,3,2,2,3,true,0.01,-0.01,-1,1,lawnmower1.png,gift2.png,false,true,lawnmower1.png,gift2.png,false,-1,-0.01
12,1,-1,0,1,36,false,4,3,1,4,true,0.5,-0.5,-1,1,lawnmower1.png,gift2.png,false,true,lawnmower1.png,gift2.png,false,-1,-0.5
12,1,-1,0,1,36,false,5,3,2,5,true,0.5,-0.5,-1,1,lawnmower1.png,gift2.png,false,false,gift2.png,lawnmower1.png,true,-0.5,-1
12,1,-1,0,1,36,false,6,4,1,6,true,0.5,-0.5,-1,1,lawnmower1.png,gift2.png,false,false,gift2.png,lawnmower1.png,true,-0.5,-1
12,1,-1,0,1,36,false,7,4,2,7,true,0.01,-0.01,-1,1,lawnmower1.png,gift2.png,false,false,gift2.png,lawnmower1.png,true,-0.01,-1
13,5,1,0,4,40,false,1,1,1,1,true,0.5,1.0,0.5,1,bowtie1.png,cushion2.png,true,false,cushion2.png,bowtie1.png,false,0.5,1.0
13,5,1,0,1,37,true,1,1,2,2,true,0.5,0.5,0.01,1,chessboard1.png,lawnmower2.png,false,false,lawnmower2.png,chessboard1.png,true,0.5,0.01
13,5,1,0,2,38,true,1,1,3,3,true,0.5,0.5,0.01,1,turtle1.png,coffeemug2.png,true,false,coffeemug2.png,turtle1.png,false,0.01,0.5
13,5,1,0,5,41,false,1,1,4,4,true,0.01,1.0,0.01,1,fishhook1.png,lantern2.png,false,false,lantern2.png,fishhook1.png,true,1.0,0.01
13,5,1,0,3,39,false,1,1,5,5,true,0.5,1.0,0.5,1,bearteddy1.png,apple2.png,false,false,apple2.png,bearteddy1.png,true,1.0,0.5
13,5,1,0,5,41,false,2,2,1,6,true,0.5,1.0,0.5,1,fishhook1.png,lantern2.png,false,true,fishhook1.png,lantern2.png,false,0.5,1.0
13,5,1,0,2,38,true,2,2,2,7,true,1.0,1.0,0.01,1,turtle1.png,coffeemug2.png,true,true,turtle1.png,coffeemug2.png,true,1.0,0.01
13,5,1,0,1,37,true,2,2,3,8,true,0.5,0.5,0.01,1,chessboard1.png,lawnmower2.png,false,true,chessboard1.png,lawnmower2.png,false,0.01,0.5
13,5,1,0,4,40,false,2,2,4,9,true,0.01,1.0,0.01,1,bowtie1.png,cushion2.png,true,true,bowtie1.png,cushion2.png,true,1.0,0.01
13,5,1,0,5,41,false,3,2,5,10,true,0.5,1.0,0.5,1,fishhook1.png,lantern2.png,false,true,fishhook1.png,lantern2.png,false,0.5,1.0
13,5,1,0,2,38,true,3,2,6,11,true,1.0,1.0,0.01,1,turtle1.png,coffeemug2.png,true,true,turtle1.png,coffeemug2.png,true,1.0,0.01
13,5,1,0,3,39,false,2,2,7,12,true,0.01,1.0,0.01,1,bearteddy1.png,apple2.png,false,true,bearteddy1.png,apple2.png,false,0.01,1.0
13,5,1,0,1,37,true,3,2,8,13,true,1.0,1.0,0.01,1,chessboard1.png,lawnmower2.png,false,true,chessboard1.png,lawnmower2.png,false,0.01,1.0
13,5,1,0,4,40,false,3,2,9,14,true,0.01,1.0,0.01,1,bowtie1.png,cushion2.png,true,true,bowtie1.png,cushion2.png,true,1.0,0.01
13,5,1,0,3,39,false,3,2,10,15,true,0.01,1.0,0.01,1,bearteddy1.png,apple2.png,false,true,bearteddy1.png,apple2.png,false,0.01,1.0
13,5,1,0,2,38,true,4,3,1,16,true,0.5,0.5,0.01,1,turtle1.png,coffeemug2.png,true,true,turtle1.png,coffeemug2.png,true,0.5,0.01
13,5,1,0,5,41,false,4,3,2,17,true,0.5,1.0,0.5,1,fishhook1.png,lantern2.png,false,true,fishhook1.png,lantern2.png,false,0.5,1.0
13,5,1,0,3,39,false,4,3,3,18,true,0.5,1.0,0.5,1,bearteddy1.png,apple2.png,false,true,bearteddy1.png,apple2.png,false,0.5,1.0
13,5,1,0,1,37,true,4,3,4,19,true,1.0,1.0,0.01,1,chessboard1.png,lawnmower2.png,false,true,chessboard1.png,lawnmower2.png,false,0.01,1.0
13,5,1,0,4,40,false,4,3,5,20,true,0.5,1.0,0.5,1,bowtie1.png,cushion2.png,true,true,bowtie1.png,cushion2.png,true,1.0,0.5
13,5,1,0,5,41,false,5,3,6,21,true,0.01,1.0,0.01,1,fishhook1.png,lantern2.png,false,false,lantern2.png,fishhook1.png,true,1.0,0.01
13,5,1,0,4,40,false,5,3,7,22,true,0.01,1.0,0.01,1,bowtie1.png,cushion2.png,true,false,cushion2.png,bowtie1.png,false,0.01,1.0
13,5,1,0,1,37,true,5,3,8,23,true,1.0,1.0,0.01,1,chessboard1.png,lawnmower2.png,false,false,lawnmower2.png,chessboard1.png,true,1.0,0.01
13,5,1,0,2,38,true,5,3,9,24,true,0.5,0.5,0.01,1,turtle1.png,coffeemug2.png,true,false,coffeemug2.png,turtle1.png,false,0.01,0.5
13,5,1,0,3,39,false,5,3,10,25,true,0.5,1.0,0.5,1,bearteddy1.png,apple2.png,false,false,apple2.png,bearteddy1.png,true,1.0,0.5
13,5,1,0,1,37,true,6,4,1,26,true,0.5,0.5,0.01,1,chessboard1.png,lawnmower2.png,false,false,lawnmower2.png,chessboard1.png,true,0.5,0.01
13,5,1,0,4,40,false,6,4,2,27,true,0.5,1.0,0.5,1,bowtie1.png,cushion2.png,true,false,cushion2.png,bowtie1.png,false,0.5,1.0
13,5,1,0,1,37,true,7,4,3,28,true,1.0,1.0,0.01,1,chessboard1.png,lawnmower2.png,false,false,lawnmower2.png,chessboard1.png,true,1.0,0.01
13,5,1,0,2,38,true,6,4,4,29,true,1.0,1.0,0.01,1,turtle1.png,coffeemug2.png,true,false,coffeemug2.png,turtle1.png,false,0.01,1.0
13,5,1,0,3,39,false,6,4,5,30,true,0.5,1.0,0.5,1,bearteddy1.png,apple2.png,false,false,apple2.png,bearteddy1.png,true,1.0,0.5
13,5,1,0,2,38,true,7,4,6,31,true,0.5,0.5,0.01,1,turtle1.png,coffeemug2.png,true,false,coffeemug2.png,turtle1.png,false,0.01,0.5
13,5,1,0,5,41,false,6,4,7,32,true,0.01,1.0,0.01,1,fishhook1.png,lantern2.png,false,false,lantern2.png,fishhook1.png,true,1.0,0.01
13,5,1,0,4,40,false,7,4,8,33,true,0.5,1.0,0.5,1,bowtie1.png,cushion2.png,true,false,cushion2.png,bowtie1.png,false,0.5,1.0
13,5,1,0,3,39,false,7,4,9,34,true,0.01,1.0,0.01,1,bearteddy1.png,apple2.png,false,false,apple2.png,bearteddy1.png,true,1.0,0.01
13,5,1,0,5,41,false,7,4,10,35,true,0.01,1.0,0.01,1,fishhook1.png,lantern2.png,false,false,lantern2.png,fishhook1.png,true,1.0,0.01
14,1,1,0,1,42,true,1,1,1,1,true,1.0,1.0,0.01,1,snowglobe1.png,fishhook2.png,true,false,fishhook2.png,snowglobe1.png,false,0.01,1.0
14,1,1,0,1,42,true,2,2,1,2,true,0.5,0.5,0.01,1,snowglobe1.png,fishhook2.png,true,true,snowglobe1.png,fishhook2.png,true,0.5,0.01
14,1,1,0,1,42,true,3,2,2,3,true,1.0,1.0,0.01,1,snowglobe1.png,fishhook2.png,true,true,snowglobe1.png,fishhook2.png,true,1.0,0.01
14,1,1,0,1,42,true,4,3,1,4,true,1.0,1.0,0.01,1,snowglobe1.png,fishhook2.png,true,true,snowglobe1.png,fishhook2.png,true,1.0,0.01
14,1,1,0,1,42,true,5,3,2,5,true,0.5,0.5,0.01,1,snowglobe1.png,fishhook2.png,true,false,fishhook2.png,snowglobe1.png,false,0.01,0.5
14,1,1,0,1,42,true,6,4,1,6,true,0.5,0.5,0.01,1,snowglobe1.png,fishhook2.png,true,false,fishhook2.png,snowglobe1.png,false,0.01,0.5
14,1,1,0,1,42,true,7,4,2,7,true,0.5,0.5,0.01,1,snowglobe1.png,fishhook2.png,true,false,fishhook2.png,snowglobe1.png,false,0.01,0.5
15,1,-1,0,1,43,false,1,1,1,1,true,0.01,-0.01,-1,1,stapler1.png,snowglobe2.png,true,false,snowglobe2.png,stapler1.png,false,-1,-0.01
15,1,-1,0,1,43,false,2,2,1,2,true,0.01,-0.01,-1,1,stapler1.png,snowglobe2.png,true,true,stapler1.png,snowglobe2.png,true,-0.01,-1
15,1,-1,0,1,43,false,3,2,2,3,true,0.5,-0.5,-1,1,stapler1.png,snowglobe2.png,true,true,stapler1.png,snowglobe2.png,true,-0.5,-1
15,1,-1,0,1,43,false,4,3,1,4,true,0.5,-0.5,-1,1,stapler1.png,snowglobe2.png,true,true,stapler1.png,snowglobe2.png,true,-0.5,-1
15,1,-1,0,1,43,false,5,3,2,5,true,0.5,-0.5,-1,1,stapler1.png,snowglobe2.png,true,false,snowglobe2.png,stapler1.png,false,-1,-0.5
15,1,-1,0,1,43,false,6,4,1,6,true,0.01,-0.01,-1,1,stapler1.png,snowglobe2.png,true,false,snowglobe2.png,stapler1.png,false,-1,-0.01
15,1,-1,0,1,43,false,7,4,2,7,true,0.01,-0.01,-1,1,stapler1.png,snowglobe2.png,true,false,snowglobe2.png,stapler1.png,false,-1,-0.01
16,5,-1,0,3,46,false,1,1,1,1,true,0.5,-0.5,-1,1,bed1.png,keyboard2.png,true,false,keyboard2.png,bed1.png,false,-1,-0.5
16,5,-1,0,2,45,false,1,1,2,2,true,0.01,-0.01,-1,1,coatrack1.png,toothpaste2.png,false,false,toothpaste2.png,coatrack1.png,true,-0.01,-1
16,5,-1,0,4,47,false,1,1,3,3,true,0.01,-0.01,-1,1,basket1.png,bagel2.png,false,false,bagel2.png,basket1.png,true,-0.01,-1
16,5,-1,0,1,44,true,1,1,4,4,true,1.0,-0.01,-1.0,1,tricycle1.png,stapler2.png,false,false,stapler2.png,tricycle1.png,true,-0.01,-1.0
16,5,-1,0,5,48,false,1,1,5,5,true,0.5,-0.5,-1,1,umbrella1.png,jacket2.png,true,false,jacket2.png,umbrella1.png,false,-1,-0.5
16,5,-1,0,1,44,true,2,2,1,6,true,1.0,-0.01,-1.0,1,tricycle1.png,stapler2.png,false,true,tricycle1.png,stapler2.png,false,-1.0,-0.01
16,5,-1,0,2,45,false,2,2,2,7,true,0.5,-0.5,-1,1,coatrack1.png,toothpaste2.png,false,true,coatrack1.png,toothpaste2.png,false,-1,-0.5
16,5,-1,0,3,46,false,2,2,3,8,true,0.01,-0.01,-1,1,bed1.png,keyboard2.png,true,true,bed1.png,keyboard2.png,true,-0.01,-1
16,5,-1,0,2,45,false,3,2,4,9,true,0.5,-0.5,-1,1,coatrack1.png,toothpaste2.png,false,true,coatrack1.png,toothpaste2.png,false,-1,-0.5
16,5,-1,0,5,48,false,2,2,5,10,true,0.5,-0.5,-1,1,umbrella1.png,jacket2.png,true,true,umbrella1.png,jacket2.png,true,-0.5,-1
16,5,-1,0,5,48,false,3,2,6,11,true,0.01,-0.01,-1,1,umbrella1.png,jacket2.png,true,true,umbrella1.png,jacket2.png,true,-0.01,-1
16,5,-1,0,4,47,false,2,2,7,12,true,0.5,-0.5,-1,1,basket1.png,bagel2.png,false,true,basket1.png,bagel2.png,false,-1,-0.5
16,5,-1,0,1,44,true,3,2,8,13,true,1.0,-0.01,-1.0,1,tricycle1.png,stapler2.png,false,true,tricycle1.png,stapler2.png,false,-1.0,-0.01
16,5,-1,0,4,47,false,3,2,9,14,true,0.01,-0.01,-1,1,basket1.png,bagel2.png,false,true,basket1.png,bagel2.png,false,-1,-0.01
16,5,-1,0,3,46,false,3,2,10,15,true,0.5,-0.5,-1,1,bed1.png,keyboard2.png,true,true,bed1.png,keyboard2.png,true,-0.5,-1
16,5,-1,0,3,46,false,4,3,1,16,true,0.01,-0.01,-1,1,bed1.png,keyboard2.png,true,true,bed1.png,keyboard2.png,true,-0.01,-1
16,5,-1,0,4,47,false,4,3,2,17,true,0.5,-0.5,-1,1,basket1.png,bagel2.png,false,true,basket1.png,bagel2.png,false,-1,-0.5
16,5,-1,0,5,48,false,4,3,3,18,true,0.01,-0.01,-1,1,umbrella1.png,jacket2.png,true,true,umbrella1.png,jacket2.png,true,-0.01,-1
16,5,-1,0,3,46,false,5,3,4,19,true,0.5,-0.5,-1,1,bed1.png,keyboard2.png,true,false,keyboard2.png,bed1.png,false,-1,-0.5
16,5,-1,0,5,48,false,5,3,5,20,true,0.5,-0.5,-1,1,umbrella1.png,jacket2.png,true,false,jacket2.png,umbrella1.png,false,-1,-0.5
16,5,-1,0,2,45,false,4,3,6,21,true,0.5,-0.5,-1,1,coatrack1.png,toothpaste2.png,false,true,coatrack1.png,toothpaste2.png,false,-1,-0.5
16,5,-1,0,1,44,true,4,3,7,22,true,0.5,-0.01,-0.5,1,tricycle1.png,stapler2.png,false,true,tricycle1.png,stapler2.png,false,-0.5,-0.01
16,5,-1,0,1,44,true,5,3,8,23,true,0.5,-0.01,-0.5,1,tricycle1.png,stapler2.png,false,false,stapler2.png,tricycle1.png,true,-0.01,-0.5
16,5,-1,0,2,45,false,5,3,9,24,true,0.01,-0.01,-1,1,coatrack1.png,toothpaste2.png,false,false,toothpaste2.png,coatrack1.png,true,-0.01,-1
16,5,-1,0,4,47,false,5,3,10,25,true,0.01,-0.01,-1,1,basket1.png,bagel2.png,false,false,bagel2.png,basket1.png,true,-0.01,-1
16,5,-1,0,3,46,false,6,4,1,26,true,0.01,-0.01,-1,1,bed1.png,keyboard2.png,true,false,keyboard2.png,bed1.png,false,-1,-0.01
16,5,-1,0,2,45,false,6,4,2,27,true,0.01,-0.01,-1,1,coatrack1.png,toothpaste2.png,false,false,toothpaste2.png,coatrack1.png,true,-0.01,-1
16,5,-1,0,3,46,false,7,4,3,28,true,0.5,-0.5,-1,1,bed1.png,keyboard2.png,true,false,keyboard2.png,bed1.png,false,-1,-0.5
16,5,-1,0,1,44,true,6,4,4,29,true,0.5,-0.01,-0.5,1,tricycle1.png,stapler2.png,false,false,stapler2.png,tricycle1.png,true,-0.01,-0.5
16,5,-1,0,4,47,false,6,4,5,30,true,0.01,-0.01,-1,1,basket1.png,bagel2.png,false,false,bagel2.png,basket1.png,true,-0.01,-1
16,5,-1,0,1,44,true,7,4,6,31,true,1.0,-0.01,-1.0,1,tricycle1.png,stapler2.png,false,false,stapler2.png,tricycle1.png,true,-0.01,-1.0
