session,trial,feedback_common,variable_magnitude,n_confusing,fifty_high,block,valence,feedback_high,feedback_low,feedback_optimal,feedback_suboptimal,pair,stimulus_A,stimulus_B,optimal_A,A_on_right,stimulus_right,stimulus_left,optimal_right,feedback_right,feedback_left,n_stimuli,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,present_pavlovian,early_stop
1,4,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,true,bagpipe_1.jpg,camper_2.jpg,false,0.01,1.0,2,1,1,13,,,,true,false
1,5,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,true,bagpipe_1.jpg,camper_2.jpg,false,0.01,1.0,2,1,1,13,,,,true,false
1,6,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,false,camper_2.jpg,bagpipe_1.jpg,true,1.0,0.01,2,1,1,13,,,,true,false
1,7,true,1.0,2,true,13,1,1.0,0.01,1.0,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,true,bagpipe_1.jpg,camper_2.jpg,false,0.01,1.0,2,1,1,13,,,,true,false
1,8,false,0.5,2,true,13,1,0.5,0.01,0.01,0.5,1,bagpipe_1.jpg,camper_2.jpg,false,true,bagpipe_1.jpg,camper_2.jpg,false,0.5,0.01,2,1,1,13,,,,true,false
1,9,false,1.0,2,true,13,1,1.0,0.01,0.01,1.0,1,bagpipe_1.jpg,camper_2.jpg,false,false,camper_2.jpg,bagpipe_1.jpg,true,0.01,1.0,2,1,1,13,,,,true,false
1,10,true,0.5,2,true,13,1,0.5,0.01,0.5,0.01,1,bagpipe_1.jpg,camper_2.jpg,false,true,bagpipe_1.jpg,camper_2.jpg,false,0.01,0.5,2,1,1,13,,,,true,false
1,1,false,0.5,2,true,14,1,0.5,0.01,0.01,0.5,1,jar_1.jpg,bagpipe_2.jpg,true,false,bagpipe_2.jpg,jar_1.jpg,false,0.5,0.01,2,1,1,14,,,,true,false
1,2,true,0.5,2,true,14,1,0.5,0.01,0.5,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,true,jar_1.jpg,bagpipe_2.jpg,true,0.5,0.01,2,1,1,14,,,,true,false
1,3,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,false,bagpipe_2.jpg,jar_1.jpg,false,0.01,1.0,2,1,1,14,,,,true,false
1,4,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,false,bagpipe_2.jpg,jar_1.jpg,false,0.01,1.0,2,1,1,14,,,,true,false
1,5,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,true,jar_1.jpg,bagpipe_2.jpg,true,1.0,0.01,2,1,1,14,,,,true,false
1,6,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,true,jar_1.jpg,bagpipe_2.jpg,true,1.0,0.01,2,1,1,14,,,,true,false
1,7,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,false,bagpipe_2.jpg,jar_1.jpg,false,0.01,1.0,2,1,1,14,,,,true,false
1,8,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,false,bagpipe_2.jpg,jar_1.jpg,false,0.01,1.0,2,1,1,14,,,,true,false
1,9,false,1.0,2,true,14,1,1.0,0.01,0.01,1.0,1,jar_1.jpg,bagpipe_2.jpg,true,true,jar_1.jpg,bagpipe_2.jpg,true,0.01,1.0,2,1,1,14,,,,true,false
1,10,true,1.0,2,true,14,1,1.0,0.01,1.0,0.01,1,jar_1.jpg,bagpipe_2.jpg,true,true,jar_1.jpg,bagpipe_2.jpg,true,1.0,0.01,2,1,1,14,,,,true,false
1,1,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,false,jar_2.jpg,pencil_sharpener_1.jpg,false,-1.0,-0.01,2,1,1,15,,,,true,false
1,2,false,0.5,2,true,15,-1,-0.01,-0.5,-0.5,-0.01,1,pencil_sharpener_1.jpg,jar_2.jpg,true,true,pencil_sharpener_1.jpg,jar_2.jpg,true,-0.5,-0.01,2,1,1,15,,,,true,false
1,3,false,1.0,2,true,15,-1,-0.01,-1.0,-1.0,-0.01,1,pencil_sharpener_1.jpg,jar_2.jpg,true,false,jar_2.jpg,pencil_sharpener_1.jpg,false,-0.01,-1.0,2,1,1,15,,,,true,false
1,4,true,0.5,2,true,15,-1,-0.01,-0.5,-0.01,-0.5,1,pencil_sharpener_1.jpg,jar_2.jpg,true,true,pencil_sharpener_1.jpg,jar_2.jpg,true,-0.01,-0.5,2,1,1,15,,,,true,false
1,5,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,true,pencil_sharpener_1.jpg,jar_2.jpg,true,-0.01,-1.0,2,1,1,15,,,,true,false
1,6,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,true,pencil_sharpener_1.jpg,jar_2.jpg,true,-0.01,-1.0,2,1,1,15,,,,true,false
1,7,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,false,jar_2.jpg,pencil_sharpener_1.jpg,false,-1.0,-0.01,2,1,1,15,,,,true,false
1,8,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,true,pencil_sharpener_1.jpg,jar_2.jpg,true,-0.01,-1.0,2,1,1,15,,,,true,false
1,9,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,false,jar_2.jpg,pencil_sharpener_1.jpg,false,-1.0,-0.01,2,1,1,15,,,,true,false
1,10,true,1.0,2,true,15,-1,-0.01,-1.0,-0.01,-1.0,1,pencil_sharpener_1.jpg,jar_2.jpg,true,false,jar_2.jpg,pencil_sharpener_1.jpg,false,-1.0,-0.01,2,1,1,15,,,,true,false
1,1,true,0.5,2,true,16,-1,-0.01,-0.5,-0.01,-0.5,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,false,pencil_sharpener_2.jpg,bamboo_1.jpg,false,-0.5,-0.01,2,1,1,16,,,,true,false
1,2,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,true,bamboo_1.jpg,pencil_sharpener_2.jpg,true,-0.01,-1.0,2,1,1,16,,,,true,false
1,3,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,false,pencil_sharpener_2.jpg,bamboo_1.jpg,false,-1.0,-0.01,2,1,1,16,,,,true,false
1,4,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,true,bamboo_1.jpg,pencil_sharpener_2.jpg,true,-0.01,-1.0,2,1,1,16,,,,true,false
1,5,false,0.5,2,true,16,-1,-0.01,-0.5,-0.5,-0.01,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,false,pencil_sharpener_2.jpg,bamboo_1.jpg,false,-0.01,-0.5,2,1,1,16,,,,true,false
1,6,false,1.0,2,true,16,-1,-0.01,-1.0,-1.0,-0.01,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,true,bamboo_1.jpg,pencil_sharpener_2.jpg,true,-1.0,-0.01,2,1,1,16,,,,true,false
1,7,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,true,bamboo_1.jpg,pencil_sharpener_2.jpg,true,-0.01,-1.0,2,1,1,16,,,,true,false
1,8,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,false,pencil_sharpener_2.jpg,bamboo_1.jpg,false,-1.0,-0.01,2,1,1,16,,,,true,false
1,9,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,false,pencil_sharpener_2.jpg,bamboo_1.jpg,false,-1.0,-0.01,2,1,1,16,,,,true,false
1,10,true,1.0,2,true,16,-1,-0.01,-1.0,-0.01,-1.0,1,bamboo_1.jpg,pencil_sharpener_2.jpg,true,true,bamboo_1.jpg,pencil_sharpener_2.jpg,true,-0.01,-1.0,2,1,1,16,,,,true,false
1,1,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,false,bamboo_2.jpg,lego_1.jpg,true,-0.01,-1.0,2,1,1,17,,,,true,false
1,2,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,true,lego_1.jpg,bamboo_2.jpg,false,-1.0,-0.01,2,1,1,17,,,,true,false
1,3,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,true,lego_1.jpg,bamboo_2.jpg,false,-1.0,-0.01,2,1,1,17,,,,true,false
1,4,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,true,lego_1.jpg,bamboo_2.jpg,false,-1.0,-0.01,2,1,1,17,,,,true,false
1,5,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,false,bamboo_2.jpg,lego_1.jpg,true,-0.01,-1.0,2,1,1,17,,,,true,false
1,6,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,true,lego_1.jpg,bamboo_2.jpg,false,-1.0,-0.01,2,1,1,17,,,,true,false
1,7,false,0.5,2,true,17,-1,-0.01,-0.5,-0.5,-0.01,1,lego_1.jpg,bamboo_2.jpg,false,false,bamboo_2.jpg,lego_1.jpg,true,-0.5,-0.01,2,1,1,17,,,,true,false
1,8,false,1.0,2,true,17,-1,-0.01,-1.0,-1.0,-0.01,1,lego_1.jpg,bamboo_2.jpg,false,false,bamboo_2.jpg,lego_1.jpg,true,-1.0,-0.01,2,1,1,17,,,,true,false
1,9,true,1.0,2,true,17,-1,-0.01,-1.0,-0.01,-1.0,1,lego_1.jpg,bamboo_2.jpg,false,true,lego_1.jpg,bamboo_2.jpg,false,-1.0,-0.01,2,1,1,17,,,,true,false
1,10,true,0.5,2,true,17,-1,-0.01,-0.5,-0.01,-0.5,1,lego_1.jpg,bamboo_2.jpg,false,false,bamboo_2.jpg,lego_1.jpg,true,-0.01,-0.5,2,1,1,17,,,,true,false
1,1,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,true,kite_1.jpg,lego_2.jpg,false,0.01,1.0,2,1,1,18,,,,true,false
1,2,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,true,kite_1.jpg,lego_2.jpg,false,0.01,1.0,2,1,1,18,,,,true,false
1,3,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,false,lego_2.jpg,kite_1.jpg,true,1.0,0.01,2,1,1,18,,,,true,false
1,4,false,0.5,2,true,18,1,0.5,0.01,0.01,0.5,1,kite_1.jpg,lego_2.jpg,false,true,kite_1.jpg,lego_2.jpg,false,0.5,0.01,2,1,1,18,,,,true,false
1,5,false,1.0,2,true,18,1,1.0,0.01,0.01,1.0,1,kite_1.jpg,lego_2.jpg,false,true,kite_1.jpg,lego_2.jpg,false,1.0,0.01,2,1,1,18,,,,true,false
1,6,true,0.5,2,true,18,1,0.5,0.01,0.5,0.01,1,kite_1.jpg,lego_2.jpg,false,false,lego_2.jpg,kite_1.jpg,true,0.5,0.01,2,1,1,18,,,,true,false
1,7,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,false,lego_2.jpg,kite_1.jpg,true,1.0,0.01,2,1,1,18,,,,true,false
1,8,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,false,lego_2.jpg,kite_1.jpg,true,1.0,0.01,2,1,1,18,,,,true,false
1,9,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,true,kite_1.jpg,lego_2.jpg,false,0.01,1.0,2,1,1,18,,,,true,false
1,10,true,1.0,2,true,18,1,1.0,0.01,1.0,0.01,1,kite_1.jpg,lego_2.jpg,false,false,lego_2.jpg,kite_1.jpg,true,1.0,0.01,2,1,1,18,,,,true,false
1,1,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,false,kite_2.jpg,microwave_1.jpg,true,-0.01,-1.0,2,1,1,19,,,,true,false
1,2,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,false,kite_2.jpg,microwave_1.jpg,true,-0.01,-1.0,2,1,1,19,,,,true,false
1,3,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,true,microwave_1.jpg,kite_2.jpg,false,-1.0,-0.01,2,1,1,19,,,,true,false
1,4,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,true,microwave_1.jpg,kite_2.jpg,false,-1.0,-0.01,2,1,1,19,,,,true,false
1,5,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,false,kite_2.jpg,microwave_1.jpg,true,-0.01,-1.0,2,1,1,19,,,,true,false
1,6,false,0.5,2,true,19,-1,-0.01,-0.5,-0.5,-0.01,1,microwave_1.jpg,kite_2.jpg,false,false,kite_2.jpg,microwave_1.jpg,true,-0.5,-0.01,2,1,1,19,,,,true,false
1,7,false,1.0,2,true,19,-1,-0.01,-1.0,-1.0,-0.01,1,microwave_1.jpg,kite_2.jpg,false,true,microwave_1.jpg,kite_2.jpg,false,-0.01,-1.0,2,1,1,19,,,,true,false
1,8,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,false,kite_2.jpg,microwave_1.jpg,true,-0.01,-1.0,2,1,1,19,,,,true,false
1,9,true,1.0,2,true,19,-1,-0.01,-1.0,-0.01,-1.0,1,microwave_1.jpg,kite_2.jpg,false,true,microwave_1.jpg,kite_2.jpg,false,-1.0,-0.01,2,1,1,19,,,,true,false
1,10,true,0.5,2,true,19,-1,-0.01,-0.5,-0.01,-0.5,1,microwave_1.jpg,kite_2.jpg,false,true,microwave_1.jpg,kite_2.jpg,false,-0.5,-0.01,2,1,1,19,,,,true,false
1,1,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,true,brick_1.jpg,microwave_2.jpg,true,-0.01,-1.0,2,1,1,20,,,,true,false
1,2,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,true,brick_1.jpg,microwave_2.jpg,true,-0.01,-1.0,2,1,1,20,,,,true,false
1,3,true,0.5,2,true,20,-1,-0.01,-0.5,-0.01,-0.5,1,brick_1.jpg,microwave_2.jpg,true,false,microwave_2.jpg,brick_1.jpg,false,-0.5,-0.01,2,1,1,20,,,,true,false
1,4,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,false,microwave_2.jpg,brick_1.jpg,false,-1.0,-0.01,2,1,1,20,,,,true,false
1,5,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,true,brick_1.jpg,microwave_2.jpg,true,-0.01,-1.0,2,1,1,20,,,,true,false
1,6,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,false,microwave_2.jpg,brick_1.jpg,false,-1.0,-0.01,2,1,1,20,,,,true,false
1,7,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,false,microwave_2.jpg,brick_1.jpg,false,-1.0,-0.01,2,1,1,20,,,,true,false
1,8,true,1.0,2,true,20,-1,-0.01,-1.0,-0.01,-1.0,1,brick_1.jpg,microwave_2.jpg,true,true,brick_1.jpg,microwave_2.jpg,true,-0.01,-1.0,2,1,1,20,,,,true,false
1,9,false,0.5,2,true,20,-1,-0.01,-0.5,-0.5,-0.01,1,brick_1.jpg,microwave_2.jpg,true,true,brick_1.jpg,microwave_2.jpg,true,-0.5,-0.01,2,1,1,20,,,,true,false
1,10,false,1.0,2,true,20,-1,-0.01,-1.0,-1.0,-0.01,1,brick_1.jpg,microwave_2.jpg,true,false,microwave_2.jpg,brick_1.jpg,false,-0.01,-1.0,2,1,1,20,,,,true,false
