session,block,valence,trial,feedback_common,present_pavlovian,n_stimuli,early_stop,n_groups,stimulus_group,stimulus_group_id,stimulus_middle,feedback_middle,optimal_side,feedback_optimal,optimal_right,feedback_right,feedback_left,stimulus_right,stimulus_left,n_confusing,optimal_A,primary_outcome_A,primary_outcome_B,secondary_outcome_A,secondary_outcome_B,feedback_A,feedback_B,stimulus_A,stimulus_B,A_on_right
wk0,9,0,10,true,true,2,true,1,1,9,,,,,false,-0.01,1.0,sugar_cube_1.jpg,pig_2.jpg,2,false,-0.01,1.0,-0.5,-0.01,-0.01,1.0,sugar_cube_1.jpg,pig_2.jpg,true
wk0,10,0,1,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,2,false,true,2,true,1,1,10,,,,,false,-1.0,-0.01,sugar_cube_2.jpg,meerkat_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,meerkat_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,3,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sugar_cube_2.jpg,meerkat_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,4,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,5,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sugar_cube_2.jpg,meerkat_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,6,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,7,false,true,2,true,1,1,10,,,,,false,-1.0,-0.01,sugar_cube_2.jpg,meerkat_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,-0.01,-1.0,meerkat_1.jpg,sugar_cube_2.jpg,false
wk0,10,0,8,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,9,true,true,2,true,1,1,10,,,,,true,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,true
wk0,10,0,10,true,true,2,true,1,1,10,,,,,false,-0.01,0.5,sugar_cube_2.jpg,meerkat_1.jpg,2,true,0.5,-0.01,-0.01,-1.0,0.5,-0.01,meerkat_1.jpg,sugar_cube_2.jpg,false
wk0,11,0,1,false,true,2,true,1,1,11,,,,,false,1.0,-0.5,shelf_1.jpg,meerkat_2.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shelf_1.jpg,meerkat_2.jpg,true
wk0,11,0,2,true,true,2,true,1,1,11,,,,,true,0.5,0.01,meerkat_2.jpg,shelf_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,false
wk0,11,0,3,true,true,2,true,1,1,11,,,,,true,0.5,0.01,meerkat_2.jpg,shelf_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,false
wk0,11,0,4,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,true
wk0,11,0,5,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,true
wk0,11,0,6,false,true,2,true,1,1,11,,,,,true,-0.5,1.0,meerkat_2.jpg,shelf_1.jpg,2,false,0.01,0.5,1.0,-0.5,1.0,-0.5,shelf_1.jpg,meerkat_2.jpg,false
wk0,11,0,7,true,true,2,true,1,1,11,,,,,true,0.5,0.01,meerkat_2.jpg,shelf_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,false
wk0,11,0,8,true,true,2,true,1,1,11,,,,,true,0.5,0.01,meerkat_2.jpg,shelf_1.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,false
wk0,11,0,9,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,true
wk0,11,0,10,true,true,2,true,1,1,11,,,,,false,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,2,false,0.01,0.5,1.0,-0.5,0.01,0.5,shelf_1.jpg,meerkat_2.jpg,true
wk0,12,0,1,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,true
wk0,12,0,2,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,true
wk0,12,0,3,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shelf_2.jpg,carrot_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,false
wk0,12,0,4,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shelf_2.jpg,carrot_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,false
wk0,12,0,5,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,true
wk0,12,0,6,true,true,2,true,1,1,12,,,,,false,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,true
wk0,12,0,7,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shelf_2.jpg,carrot_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,false
wk0,12,0,8,false,true,2,true,1,1,12,,,,,false,1.0,0.5,carrot_1.jpg,shelf_2.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,carrot_1.jpg,shelf_2.jpg,true
wk0,12,0,9,true,true,2,true,1,1,12,,,,,true,0.01,-1.0,shelf_2.jpg,carrot_1.jpg,2,false,-1.0,0.01,1.0,0.5,-1.0,0.01,carrot_1.jpg,shelf_2.jpg,false
wk0,12,0,10,false,true,2,true,1,1,12,,,,,true,0.5,1.0,shelf_2.jpg,carrot_1.jpg,2,false,-1.0,0.01,1.0,0.5,1.0,0.5,carrot_1.jpg,shelf_2.jpg,false
wk0,13,0,1,false,true,2,true,1,1,13,,,,,true,1.0,0.5,bubble_wrap_1.jpg,carrot_2.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,bubble_wrap_1.jpg,carrot_2.jpg,true
wk0,13,0,2,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,true
wk0,13,0,3,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,carrot_2.jpg,bubble_wrap_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,false
wk0,13,0,4,false,true,2,true,1,1,13,,,,,true,1.0,0.5,bubble_wrap_1.jpg,carrot_2.jpg,2,true,-0.01,-0.5,1.0,0.5,1.0,0.5,bubble_wrap_1.jpg,carrot_2.jpg,true
wk0,13,0,5,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,carrot_2.jpg,bubble_wrap_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,false
wk0,13,0,6,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,true
wk0,13,0,7,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,carrot_2.jpg,bubble_wrap_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,false
wk0,13,0,8,true,true,2,true,1,1,13,,,,,true,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,true
wk0,13,0,9,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,carrot_2.jpg,bubble_wrap_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,false
wk0,13,0,10,true,true,2,true,1,1,13,,,,,false,-0.5,-0.01,carrot_2.jpg,bubble_wrap_1.jpg,2,true,-0.01,-0.5,1.0,0.5,-0.01,-0.5,bubble_wrap_1.jpg,carrot_2.jpg,false
wk0,14,0,1,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,bubble_wrap_2.jpg,fudge_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,false
wk0,14,0,2,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,true
wk0,14,0,3,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,true
wk0,14,0,4,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,true
wk0,14,0,5,false,true,2,true,1,1,14,,,,,true,-0.01,0.01,fudge_1.jpg,bubble_wrap_2.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,fudge_1.jpg,bubble_wrap_2.jpg,true
wk0,14,0,6,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,bubble_wrap_2.jpg,fudge_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,false
wk0,14,0,7,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,bubble_wrap_2.jpg,fudge_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,false
wk0,14,0,8,true,true,2,true,1,1,14,,,,,true,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,true
wk0,14,0,9,true,true,2,true,1,1,14,,,,,false,-0.5,0.01,bubble_wrap_2.jpg,fudge_1.jpg,2,true,0.01,-0.5,-0.01,0.01,0.01,-0.5,fudge_1.jpg,bubble_wrap_2.jpg,false
wk0,14,0,10,false,true,2,true,1,1,14,,,,,false,0.01,-0.01,bubble_wrap_2.jpg,fudge_1.jpg,2,true,0.01,-0.5,-0.01,0.01,-0.01,0.01,fudge_1.jpg,bubble_wrap_2.jpg,false
wk0,15,0,1,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,fudge_2.jpg,coaster_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,false
wk0,15,0,2,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,fudge_2.jpg,coaster_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,false
wk0,15,0,3,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,true
wk0,15,0,4,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,true
wk0,15,0,5,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,true
wk0,15,0,6,false,true,2,true,1,1,15,,,,,false,0.5,-1.0,fudge_2.jpg,coaster_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,coaster_1.jpg,fudge_2.jpg,false
wk0,15,0,7,true,true,2,true,1,1,15,,,,,false,-1.0,-0.5,fudge_2.jpg,coaster_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,false
wk0,15,0,8,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,true
wk0,15,0,9,false,true,2,true,1,1,15,,,,,false,0.5,-1.0,fudge_2.jpg,coaster_1.jpg,2,true,-0.5,-1.0,-1.0,0.5,-1.0,0.5,coaster_1.jpg,fudge_2.jpg,false
wk0,15,0,10,true,true,2,true,1,1,15,,,,,true,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,2,true,-0.5,-1.0,-1.0,0.5,-0.5,-1.0,coaster_1.jpg,fudge_2.jpg,true
wk2,1,0,1,true,true,2,true,1,1,1,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,2,true,true,2,true,1,1,1,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,3,true,true,2,true,1,1,1,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,4,true,true,2,true,1,1,1,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,5,true,true,2,true,1,1,1,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,6,true,true,2,true,1,1,1,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,7,true,true,2,true,1,1,1,,,,,false,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,true
wk2,1,0,8,true,true,2,true,1,1,1,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,9,true,true,2,true,1,1,1,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,1,0,10,true,true,2,true,1,1,1,,,,,true,1.0,0.5,juicer1_2.jpg,banana_peel_1.jpg,0,false,0.5,1.0,,,0.5,1.0,banana_peel_1.jpg,juicer1_2.jpg,false
wk2,2,0,1,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,banana_peel_2.jpg,magnet_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,false
wk2,2,0,2,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,banana_peel_2.jpg,magnet_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,false
wk2,2,0,3,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,true
wk2,2,0,4,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,true
wk2,2,0,5,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,banana_peel_2.jpg,magnet_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,false
wk2,2,0,6,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,banana_peel_2.jpg,magnet_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,false
wk2,2,0,7,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,true
wk2,2,0,8,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,true
wk2,2,0,9,true,true,2,true,1,1,2,,,,,false,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,true
wk2,2,0,10,true,true,2,true,1,1,2,,,,,true,1.0,-0.5,banana_peel_2.jpg,magnet_1.jpg,0,false,-0.5,1.0,,,-0.5,1.0,magnet_1.jpg,banana_peel_2.jpg,false
wk2,3,0,1,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,true
wk2,3,0,2,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,true
wk2,3,0,3,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,true
wk2,3,0,4,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,magnet_2.jpg,pliers_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,false
wk2,3,0,5,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,true
wk2,3,0,6,true,true,2,true,1,1,3,,,,,false,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,true
wk2,3,0,7,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,magnet_2.jpg,pliers_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,false
wk2,3,0,8,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,magnet_2.jpg,pliers_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,false
wk2,3,0,9,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,magnet_2.jpg,pliers_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,false
wk2,3,0,10,true,true,2,true,1,1,3,,,,,true,0.5,-1.0,magnet_2.jpg,pliers_1.jpg,0,false,-1.0,0.5,,,-1.0,0.5,pliers_1.jpg,magnet_2.jpg,false
wk2,4,0,1,true,true,2,true,1,1,4,,,,,false,-1.0,-0.01,pliers_2.jpg,bunkbed_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,false
wk2,4,0,2,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,true
wk2,4,0,3,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,true
wk2,4,0,4,true,true,2,true,1,1,4,,,,,false,-1.0,-0.01,pliers_2.jpg,bunkbed_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,false
wk2,4,0,5,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,true
wk2,4,0,6,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,true
wk2,4,0,7,true,true,2,true,1,1,4,,,,,false,-1.0,-0.01,pliers_2.jpg,bunkbed_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,false
wk2,4,0,8,true,true,2,true,1,1,4,,,,,false,-1.0,-0.01,pliers_2.jpg,bunkbed_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,false
wk2,4,0,9,true,true,2,true,1,1,4,,,,,false,-1.0,-0.01,pliers_2.jpg,bunkbed_1.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,false
wk2,4,0,10,true,true,2,true,1,1,4,,,,,true,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,0,true,-0.01,-1.0,,,-0.01,-1.0,bunkbed_1.jpg,pliers_2.jpg,true
wk2,5,0,1,true,true,2,true,1,1,5,,,,,true,0.5,-0.5,bunkbed_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,false
wk2,5,0,2,true,true,2,true,1,1,5,,,,,false,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,true
wk2,5,0,3,true,true,2,true,1,1,5,,,,,true,0.5,-0.5,bunkbed_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,false
wk2,5,0,4,true,true,2,true,1,1,5,,,,,true,0.5,-0.5,bunkbed_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,false
wk2,5,0,5,true,true,2,true,1,1,5,,,,,false,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,true
wk2,5,0,6,true,true,2,true,1,1,5,,,,,true,0.5,-0.5,bunkbed_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,false
wk2,5,0,7,false,true,2,true,1,1,5,,,,,false,1.0,-1.0,hopscotch_1.jpg,bunkbed_2.jpg,1,false,-0.5,0.5,1.0,-1.0,1.0,-1.0,hopscotch_1.jpg,bunkbed_2.jpg,true
wk2,5,0,8,true,true,2,true,1,1,5,,,,,false,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,true
wk2,5,0,9,true,true,2,true,1,1,5,,,,,true,0.5,-0.5,bunkbed_2.jpg,hopscotch_1.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,false
wk2,5,0,10,true,true,2,true,1,1,5,,,,,false,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,1,false,-0.5,0.5,1.0,-1.0,-0.5,0.5,hopscotch_1.jpg,bunkbed_2.jpg,true
wk2,6,0,1,true,true,2,true,1,1,6,,,,,true,-0.01,0.01,hopscotch_2.jpg,pancake_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,false
wk2,6,0,2,true,true,2,true,1,1,6,,,,,false,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,true
wk2,6,0,3,false,true,2,true,1,1,6,,,,,false,-0.5,0.5,pancake_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,-0.5,0.5,pancake_1.jpg,hopscotch_2.jpg,true
wk2,6,0,4,true,true,2,true,1,1,6,,,,,true,-0.01,0.01,hopscotch_2.jpg,pancake_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,false
wk2,6,0,5,true,true,2,true,1,1,6,,,,,false,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,true
wk2,6,0,6,true,true,2,true,1,1,6,,,,,false,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,true
wk2,6,0,7,true,true,2,true,1,1,6,,,,,true,-0.01,0.01,hopscotch_2.jpg,pancake_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,false
wk2,6,0,8,true,true,2,true,1,1,6,,,,,true,-0.01,0.01,hopscotch_2.jpg,pancake_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,false
wk2,6,0,9,true,true,2,true,1,1,6,,,,,true,-0.01,0.01,hopscotch_2.jpg,pancake_1.jpg,1,false,0.01,-0.01,-0.5,0.5,0.01,-0.01,pancake_1.jpg,hopscotch_2.jpg,false
